index,name,gender,label
1001,gagan agrawal,m,0
1002,yan liu,none,4
1003,david l. waltz,none,0
1004,alin dobra,none,1
1005,steven salzberg,m,0
1006,weining qian,none,0
1007,marcelo arenas,m,0
1008,jason weston,m,0
1009,kristian kersting,m,3
1010,gholamreza nakhaeizadeh,none,2
1011,andrew witkowski,none,0
1012,song chun zhu,none,0
1013,jan ramon,m,0
1014,nick craswell,m,0
1015,stefan m. r¨¹ger,none,4
1016,jasmine novak,none,0
1017,nicola leone,f,0
1018,henrik nottelmann,m,0
1019,vibhu o. mittal,m,0
1020,sara cohen,f,1
1021,brian falkenhainer,none,3
1022,udo hahn,m,0
1023,gabriel m. kuper,m,1
1024,hector geffner,m,0
1025,xuehua shen,none,0
1026,eric brill,none,0
1027,shichao zhang,none,0
1028,krisztian balog,m,4
1029,kaushik chakrabarti,m,0
1030,stefano soatto,m,0
1031,jussi myllymaki,m,0
1032,paul-alexandru chirita,m,0
1033,fazli can,none,0
1034,jens teubner,m,0
1035,curtis e. dyreson,m,0
1036,le gruenwald,none,1
1037,gunter schlageter,m,0
1038,irwin king,none,0
1039,carlos castillo,m,0
1040,renato de mori,m,0
1041,ibrahim kamel,m,1
1042,johann christoph freytag,m,0
1043,daniel g. bobrow,none,0
1044,jun rao,none,0
1045,h¨¦ctor mu?oz-avila,none,3
1046,maurice bruynooghe,m,0
1047,wensi xi,none,4
1048,arvind arasu,m,0
1049,chew lim tan,none,0
1050,jayant madhavan,m,0
1051,prashant doshi,m,0
1052,gottfried vossen,m,0
1053,michael l. brodie,m,1
1054,kenji yamanishi,m,0
1055,steven m. beitzel,m,4
1056,piero fraternali,m,0
1057,oren kurland,m,4
1058,chandra kambhamettu,m,0
1059,mayur datar,m,0
1060,elliot soloway,m,0
1061,alan j. demers,none,0
1062,ronny lempel,m,0
1063,shantanu godbole,m,2
1064,wei xu,none,0
1065,david hawking,none,0
1066,thomas schwentick,none,1
1067,arnaud sahuguet,m,1
1068,taneli mielik?inen,none,0
1069,hans-werner six,m,1
1070,yuqing wu,none,0
1071,steven l. lytinen,m,3
1072,stefan b¨¹ttcher,none,4
1073,falk scholer,m,0
1074,sandeep pandey,m,0
1075,yonatan aumann,m,2
1076,david c. parkes,none,3
1077,paolo ciaccia,m,0
1078,david scott warren,none,1
1079,mark craven,none,3
1080,gareth j. f. jones,m,4
1081,alvaro barreiro,m,4
1082,william o'connell,m,0
1083,cordelia schmid,f,0
1084,xiaokui xiao,none,1
1085,feifei li,none,1
1086,james mayfield,m,0
1087,hugh e. williams,m,0
1088,panos kalnis,m,0
1089,sandip sen,none,3
1090,tao tao,none,0
1091,yanlei diao,none,0
1092,li-yan yuan,none,1
1093,st¨¦phane grumbach,none,0
1094,ramin zabih,m,3
1095,ruihua song,none,0
1096,kai-uwe sattler,m,0
1097,larry s. davis,m,0
1098,claire cardie,f,3
1099,gang li,none,2
1100,biplav srivastava,none,0
1101,son dao,none,0
1102,sethu vijayakumar,m,3
1103,christopher d. manning,m,3
1104,kristin p. bennett,f,3
1105,yuji matsumoto,none,0
1106,jianfeng gao,none,0
1107,jean-gabriel ganascia,m,0
1108,edward p. f. chan,none,0
1109,rahul shah,m,1
1110,michael steinbach,m,0
1111,stephen robertson,none,4
1112,jitendra malik,m,0
1113,alessandro moschitti,m,4
1114,aravind k. joshi,m,0
1115,duane szafron,m,3
1116,jianping fan,none,0
1117,eugene inseok chong,none,1
1118,prasad deshpande,m,1
1119,frank olken,m,0
1120,oliver po,none,0
1121,yu xu,none,0
1122,jonathan goldstein,m,0
1123,marzena kryszkiewicz,f,2
1124,darrell woelk,m,0
1125,amihai motro,m,0
1126,jinze liu,none,0
1127,kevin w. bowyer,none,0
1128,baihua zheng,none,1
1129,shoji hirano,m,2
1130,kunal punera,m,4
1131,eric c. jensen,none,0
1132,chunyi shi,none,0
1133,yoshiaki shirai,m,0
1134,wen-tau yih,m,0
1135,bin he,none,1
1136,peter bollmann,m,0
1137,diane j. cook,f,3
1138,lawrence a. rowe,m,1
1139,dina bitton,f,1
1140,jennifer neville,f,0
1141,james bailey,m,0
1142,hua li,none,0
1143,murali mani,none,1
1144,alexander hinneburg,m,2
1145,henk m. blanken,m,0
1146,vladislav shkapenyuk,m,0
1147,e. k. park,none,0
1148,floriana esposito,f,3
1149,paolo merialdo,m,1
1150,daniel j. rosenkrantz,none,0
1151,am¨¦lie marian,none,1
1152,hiroshi mamitsuka,m,0
1153,xiang zhang,none,0
1154,marco gori,m,3
1155,pascal fua,m,0
1156,martin franz,m,0
1157,yirong xu,none,0
1158,allan d. jepson,m,0
1159,bin liu,none,0
1160,john riedl,none,0
1161,miroslav kubat,m,3
1162,gang wu,none,2
1163,peiya liu,none,0
1164,fritz wysotzki,m,0
1165,elke achtert,f,2
1166,rajasekar krishnamurthy,m,0
1167,robert l. grossman,none,2
1168,manoranjan dash,m,2
1169,vittorio castelli,m,0
1170,salem benferhat,m,0
1171,shmuel t. klein,m,4
1172,banu ?zden,none,0
1173,yasushi ogawa,m,4
1174,peter g. anick,m,0
1175,ray r. larson,m,4
1176,wei hong,none,0
1177,olfa nasraoui,f,0
1178,rodney a. brooks,m,0
1179,pierre geurts,m,0
1180,stefan decker,m,0
1181,omar benjelloun,m,1
1182,gary g. hendrix,none,0
1183,mikhail bilenko,m,0
1184,jiajun bu,none,4
1185,euthimios panagos,none,1
1186,nilesh n. dalvi,m,1
1187,qi li,none,0
1188,david j. kriegman,none,0
1189,dan a. simovici,none,0
1190,lipyeow lim,none,1
1191,ivor w. tsang,m,0
1192,kiri wagstaff,none,2
1193,yasushi sakurai,m,0
1194,feng pan,none,0
1195,sebastian michel,m,0
1196,bin wang,none,0
1197,stan sclaroff,m,0
1198,dragomir r. radev,m,0
1199,carmel domshlak,f,3
1200,kun-ta chuang,none,0
1201,petri myllym?ki,none,2
1202,ben he,none,4
1203,graham j. williams,m,0
1204,chengwen liu,none,0
1205,bo long,none,0
1206,donato malerba,m,0
1207,swarup acharya,m,0
1208,martial hebert,m,3
1209,joachim m. buhmann,m,0
1210,dan i. moldovan,none,0
1211,tsuyoshi id¨¦,none,0
1212,lars schmidt-thieme,m,0
1213,a. kumaran,none,1
1214,stefan schaal,m,0
1215,tieniu tan,none,0
1216,aaron f. bobick,m,0
1217,fusheng wang,none,0
1218,sakti pramanik,m,0
1219,maria fox,none,0
1220,mikhail j. atallah,m,1
1221,horst d. simon,none,0
1222,wilfred ng,m,0
1223,ira assent,f,2
1224,dmitry pavlov,m,2
1225,barbara hayes-roth,f,3
1226,r¨¦mi munos,none,3
1227,philippe bonnet,m,1
1228,xiang lian,none,2
1229,haesun park,none,0
1230,donna harman,f,4
1231,manabu okumura,m,3
1232,zografoula vagena,none,1
1233,katsushi ikeuchi,none,3
1234,savitha srinivasan,f,0
1235,kari-jouko r?ih?,none,1
1236,andreas krause,m,3
1237,w. eric l. grimson,none,0
1238,sameep mehta,m,0
1239,sanjay agrawal,m,0
1240,wilburt labio,none,0
1241,shlomo argamon,m,4
1242,michael lebowitz,m,3
1243,carole a. goble,f,0
1244,hui wang,none,0
1245,brian babcock,none,1
1246,gang wang,none,2
1247,william kent,m,0
1248,harald sch?ning,none,0
1249,massih-reza amini,m,0
1250,matthew richardson,m,0
1251,hsin-hsi chen,none,0
1252,jia li,none,0
1253,karin kailing,none,2
1254,allen van gelder,none,0
1255,ramana yerneni,m,0
1256,steven w. zucker,m,3
1257,heung-yeung shum,m,0
1258,moshe koppel,m,3
1259,yixin chen,none,0
1260,chengqi zhang,none,0
1261,reda alhajj,m,2
1262,francesco scarcello,m,0
1263,eduard h. hovy,m,0
1264,john t. robinson,none,0
1265,natasa milic-frayling,f,4
1266,y. c. tay,m,0
1267,abdelsalam helal,m,0
1268,nimrod megiddo,m,0
1269,robert krovetz,none,4
1270,sachindra joshi,m,0
1271,n. s. sridharan,f,0
1272,nir friedman,m,0
1273,don s. batory,none,1
1274,derek long,none,0
1275,enric plaza,m,0
1276,jiang su,none,0
1277,evan sultanik,m,3
1278,li wei,none,2
1279,carsten lutz,m,0
1280,san-yih hwang,none,1
1281,yabo xu,none,2
1282,naftali tishby,m,3
1283,roger c. schank,m,3
1284,daniel f. lieuwen,none,0
1285,alan m. frisch,none,0
1286,andreas henrich,m,4
1287,edward sciore,none,1
1288,john r. smith,none,0
1289,prashant j. shenoy,m,1
1290,manolis koubarakis,m,1
1291,tomoyuki uchida,m,0
1292,li ding,none,4
1293,antonio l. furtado,m,0
1294,aixin sun,none,4
1295,giovanni semeraro,m,0
1296,xiaoxin yin,none,2
1297,martin m¨¹ller 0003,none,0
1298,xiaodan zhang,none,4
1299,rada chirkova,f,0
1300,shenghua bao,none,4
1301,peter van beek,m,0
1302,jie tang,none,4
1303,hideo joho,m,4
1304,patricia g. selinger,f,1
1305,piotr indyk,m,2
1306,ying wu,none,0
1307,nello cristianini,m,0
1308,jessica lin,none,2
1309,roger weber,m,1
1310,james c. french,none,4
1311,st¨¦phane bressan,none,0
1312,david k. hsiao,none,0
1313,lihong li,none,0
1314,assaf schuster,m,0
1315,wai gen yee,none,1
1316,michael j. kearns,m,0
1317,won suk lee,none,2
1318,tian xia,none,0
1319,sailesh krishnamurthy,m,0
1320,zhihua zhang,none,0
1321,gregory piatetsky-shapiro,m,2
1322,carlos ans¨®tegui,none,3
1323,manfred k. warmuth,m,0
1324,hans j. berliner,m,0
1325,frank wm. tompa,m,1
1326,saikat mukherjee,m,4
1327,mois¨¦s goldszmidt,none,3
1328,anthony j. bonner,none,1
1329,caetano traina jr.,m,2
1330,nuno vasconcelos,m,0
1331,sergio greco,m,1
1332,chun-nan hsu,f,0
1333,horst bischof,m,0
1334,david w. stemple,none,1
1335,michel scholl,m,1
1336,adam silberstein,m,1
1337,jarek gryz,m,1
1338,ron sacks-davis,m,0
1339,esen a. ozkarahan,none,0
1340,marie desjardins,f,0
1341,peter f. patel-schneider,m,3
1342,david j. harper,none,0
1343,mark t. keane,none,0
1344,chidanand apt¨¦,none,2
1345,dino pedreschi,m,2
1346,amnon shashua,m,0
1347,reinhard pichler,m,0
1348,piotr j. gmytrasiewicz,m,3
1349,yannis velegrakis,m,1
1350,terran lane,m,0
1351,benny kimelfeld,m,0
1352,srujana merugu,none,2
1353,john k. slaney,none,3
1354,max welling,m,0
1355,jimmy j. lin,none,4
1356,guimei liu,none,0
1357,george a. mihaila,none,0
1358,robert neches,none,3
1359,stefan manegold,m,1
1360,yves kodratoff,m,3
1361,henrik bostr?m,none,0
1362,edwin p. d. pednault,m,0
1363,reid g. smith,m,0
1364,thomas r?lleke,none,0
1365,fabrizio silvestri,m,0
1366,ronen basri,m,0
1367,dmitry b. goldgof,m,0
1368,richard szeliski,none,0
1369,ian h. witten,none,0
1370,bhavani raskutti,f,0
1371,dan klein,none,3
1372,souripriya das,none,1
1373,jing gao,none,0
1374,carlos ordonez,m,2
1375,balachander krishnamurthy,none,0
1376,fausto rabitti,m,1
1377,rafael alonso,m,0
1378,maya ramanath,none,1
1379,todd c. mowry,m,1
1380,hui-i hsiao,f,1
1381,binyamin rosenfeld,m,0
1382,tak-lam wong,m,0
1383,charles lee isbell jr.,m,0
1384,latha s. colby,f,1
1385,shigenobu kobayashi,none,0
1386,roni khardon,m,0
1387,peter meer,m,0
1388,john k. tsotsos,none,3
1389,robin cohen,f,3
1390,ted pedersen,m,0
1391,kenneth c. sevcik,m,1
1392,stefano lonardi,m,2
1393,andrew lim,none,3
1394,dongwon lee,none,0
1395,yunyue zhu,none,0
1396,jennifer g. dy,f,3
1397,timothy malkemus,m,0
1398,cathal gurrin,m,0
1399,takenobu tokunaga,none,4
1400,sanjay mittal,m,0
1401,daniel d. corkill,none,3
1402,balaji padmanabhan,m,2
1403,jan rittinger,m,1
1404,andreas reuter,m,1
1405,david j. hand,none,2
1406,hong su,none,1
1407,yasuhiko morimoto,m,0
1408,marko grobelnik,m,0
1409,chen wang,none,2
1410,andrew p. witkin,none,3
1411,louis wehenkel,m,0
1412,steve a. chien,m,0
1413,michael k. ng,m,0
1414,oliviero stock,none,3
1415,jun xu,none,0
1416,lawrence b. holder,m,0
1417,sing bing kang,none,0
1418,warren shen,none,0
1419,joel l. wolf,none,0
1420,gurmeet singh manku,m,0
1421,luciano serafini,m,0
1422,kaile su,none,0
1423,byron choi,none,1
1424,asit dan,none,0
1425,hans tompits,m,3
1426,hui fang,none,4
1427,yi liu,none,3
1428,arno j. knobbe,m,2
1429,frank dellaert,m,0
1430,koji tsuda,m,0
1431,ramon l¨®pez de m¨¢ntaras,none,0
1432,eric n. hanson,none,1
1433,daryl pregibon,m,0
1434,pavel serdyukov,m,0
1435,aly a. farag,f,0
1436,jon doyle,none,0
1437,robert j. hilderman,none,0
1438,sam yuan sung,none,0
1439,ion muslea,m,3
1440,j?rg hoffmann,none,0
1441,kurt driessens,m,0
1442,r¨®mer rosales,none,0
1443,sang-wook kim,none,2
1444,arnd christian k?nig,none,0
1445,ariel felner,m,0
1446,avrim blum,none,3
1447,qi zhang,none,0
1448,wray l. buntine,m,3
1449,hiroyuki kitagawa,m,2
1450,joseph l. hellerstein,none,2
1451,hui yang,none,0
1452,haruo yokota,none,0
1453,dmitri v. kalashnikov,m,0
1454,frank manola,m,1
1455,amy r. greenwald,none,0
1456,nandit soparkar,none,0
1457,pascal poncelet,m,0
1458,andrew gilpin,none,0
1459,joon ho lee,none,4
1460,garrison w. cottrell,m,0
1461,i-min a. chen,none,0
1462,martin zinkevich,m,0
1463,ehud gudes,m,0
1464,slobodan vucetic,m,0
1465,georgia koutrika,f,0
1466,blaz zupan,m,0
1467,ramanathan v. guha,m,0
1468,pavel zezula,m,2
1469,jeffrey junfeng pan,none,3
1470,hanghang tong,none,0
1471,raymond chi-wing wong,m,2
1472,ning liu,none,4
1473,ashutosh garg,m,0
1474,ramesh c. agarwal,m,0
1475,antal van den bosch,m,0
1476,irini fundulaki,f,0
1477,rahul gupta,m,4
1478,fuchun peng,none,0
1479,cheng hian goh,none,1
1480,michael j. black,none,0
1481,christopher c. yang,none,0
1482,ran wolff,none,0
1483,erik wilde,m,0
1484,gerd stumme,f,0
1485,ekow j. otoo,m,1
1486,guoliang li,none,4
1487,alan fekete,none,0
1488,pavel brazdil,m,0
1489,tobin j. lehman,m,1
1490,matthew brand,m,0
1491,paul d. scott,none,0
1492,patrick j. hayes,m,0
1493,dana f. wilkinson,f,3
1494,marco saerens,m,0
1495,jia-yu pan,none,0
1496,filippo menczer,m,0
1497,jaime teevan,m,4
1498,bishwaranjan bhattacharjee,none,0
1499,domenico lembo,m,0
1500,yaron kanza,m,1
1501,zvi m. kedem,m,1
1502,venu govindaraju,m,0
1503,tetsuhiro miyahara,m,2
1504,ming zhou,none,4
1505,petri kontkanen,m,0
1506,virgiliu pavlu,none,0
1507,hans-hellmut nagel,m,0
1508,david b. leake,none,0
1509,silviu cucerzan,m,4
1510,pascal poupart,m,3
1511,mayank bawa,m,0
1512,s. bing yao,none,1
1513,jinbo huang,none,3
1514,yannis sismanis,m,1
1515,bin zhang,none,0
1516,parag singla,m,3
1517,maurice van keulen,m,1
1518,stavros harizopoulos,m,0
1519,zhen hua liu,none,0
1520,marc najork,m,4
1521,bin chen,none,2
1522,steffen bickel,m,3
1523,sudeep sarkar,m,0
1524,alan nash,none,0
1525,stavros s. cosmadakis,m,0
1526,wook-shin han,none,0
1527,xiaodan song,none,0
1528,bir bhanu,m,3
1529,adriano veloso,m,0
1530,chris ding,none,0
1531,daphna weinshall,f,0
1532,christophe de maindreville,m,1
1533,alexandros labrinidis,m,0
1534,mehmet altinel,m,1
1535,man hon wong,none,0
1536,w. nick street,none,2
1537,sakti p. ghosh,m,1
1538,barbara catania,f,1
1539,tran cao son,none,3
1540,ying yang,none,0
1541,chotirat (ann) ratanamahatana,none,2
1542,mark baillie,none,4
1543,vassilis christophides,m,0
1544,jaideep vaidya,m,0
1545,michel e. adiba,m,0
1546,juho rousu,m,0
1547,donald perlis,m,0
1548,james clifford,m,1
1549,xiaofeng meng,none,0
1550,anne h. h. ngu,f,1
1551,haifeng liu,none,0
1552,aris anagnostopoulos,m,0
1553,nitin indurkhya,m,2
1554,wensheng wu,none,0
1555,licheng jiao,none,0
1556,b. r. badrinath,m,0
1557,shashi k. gadia,m,0
1558,steven c. h. hoi,m,3
1559,jouni k. sepp?nen,none,0
1560,marco cristo,m,4
1561,anastasios tombros,m,0
1562,robert t. collins,none,0
1563,rudolf bayer,m,0
1564,eric a. brewer,none,0
1565,masashi sugiyama,m,3
1566,torsten grabs,m,1
1567,susan darling urban,f,0
1568,li chen,none,1
1569,wei han,none,0
1570,pierangela samarati,f,0
1571,kevin d. ashley,none,0
1572,wolfgang faber,m,0
1573,prem melville,m,0
1574,hang cui,none,4
1575,tracy hammond,f,3
1576,kristen brent venable,f,0
1577,dieter gawlick,m,0
1578,wei peng,none,0
1579,rudi studer,none,1
1580,hasan davulcu,none,2
1581,hasan m. jamil,none,0
1582,marie-odile cordier,f,3
1583,waqar hasan,none,0
1584,aleksandar lazarevic,m,0
1585,ullas nambiar,none,0
1586,karsten m. borgwardt,m,0
1587,witold lipski jr.,m,0
1588,finnegan southey,none,0
1589,toyoaki nishida,none,0
1590,maarten marx,m,1
1591,jean ponce,none,3
1592,dan olteanu,none,0
1593,shuming shi,none,0
1594,gilad mishne,m,4
1595,siegfried nijssen,m,0
1596,michael hammer,m,0
1597,juan-zi li,none,0
1598,sougata mukherjea,m,0
1599,francesco m. donini,m,0
1600,xue li,none,0
1601,robert givan,none,0
1602,wenyuan dai,none,0
1603,leonidas fegaras,m,0
1604,hiroki arimura,m,0
1605,xiaohua zhou,none,0
1606,alexandru niculescu-mizil,m,0
1607,alessandro sperduti,m,0
1608,mubarak shah,m,3
1609,frederick reiss,m,0
1610,peter sch?uble,none,0
1611,¨¦ric gaussier,none,0
1612,peter m. schwarz,m,1
1613,chirag shah,m,4
1614,ke yi,none,0
1615,qiang ji,none,0
1616,muralidhar krishnaprasad,m,0
1617,sven helmer,m,0
1618,paul mcnamee,none,0
1619,ross wilkinson,m,0
1620,haran boral,m,0
1621,jue wang,none,0
1622,aaron sloman,m,3
1623,bin cui,none,0
1624,thomas g?rtner,none,3
1625,charles v. stewart,m,0
1626,stratis viglas,m,1
1627,margot flowers,none,3
1628,adele e. howe,f,0
1629,david w. jacobs,none,0
1630,carl hewitt,none,0
1631,stijn vansummeren,m,0
1632,tony jebara,m,0
1633,laura chiticariu,f,0
1634,longin jan latecki,m,2
1635,joshua zhexue huang,none,0
1636,fereidoon sadri,m,0
1637,jian tang,none,0
1638,walker m. white,m,0
1639,chung-sheng li,none,0
1640,alex alves freitas,none,2
1641,m. narasimha murty,none,3
1642,omid madani,m,3
1643,deepak agarwal,m,0
1644,anupam joshi,m,0
1645,devika subramanian,f,3
1646,jean-pierre cheiney,m,0
1647,narayanan shivakumar,m,0
1648,shankar pal,m,0
1649,elisha sacks,f,0
1650,philippe mulhem,m,4
1651,eugene wong,none,0
1652,jes¨²s cerquides,none,0
1653,manish mehta 0002,none,0
1654,meng chang chen,none,0
1655,marc h. graham,m,0
1656,yumi iwasaki,none,0
1657,christopher m. brown,m,0
1658,jerry r. hobbs,m,3
1659,moshe fresko,m,0
1660,paolo avesani,m,4
1661,justus h. piater,m,0
1662,riccardo torlone,m,0
1663,david s. touretzky,none,3
1664,shian-shyong tseng,f,0
1665,rong pan,none,3
1666,yunyao li,none,0
1667,yigal arens,m,0
1668,hector gonzalez,m,2
1669,niki pissinou,none,0
1670,stefan siersdorfer,m,0
1671,lei yu,none,0
1672,lin qiao,none,0
1673,atsuyoshi nakamura,none,2
1674,yongjian fu,none,0
1675,david j. fleet,none,0
1676,naga k. govindaraju,m,1
1677,omran a. bukhres,m,1
1678,tzung-pei hong,none,2
1679,wei chu,none,0
1680,ella bingham,f,2
1681,leo joskowicz,none,0
1682,tamer kahveci,m,1
1683,omar alonso,m,0
1684,claudio lucchese,m,0
1685,david w. etherington,none,0
1686,paul s. bradley,none,0
1687,philip r. cohen,m,0
1688,charles kellogg,m,1
1689,benjamin taskar,none,3
1690,massimo melucci,m,0
1691,john seely brown,none,3
1692,chao liu,none,2
1693,christos doulkeridis,m,1
1694,samuel defazio,m,1
1695,hiroshi nakagawa,m,4
1696,arthur zimek,m,2
1697,krishna kummamuru,m,0
1698,shunsuke uemura,m,0
1699,beno?t dageville,none,0
1700,arun kumar,m,0
1701,mahesh v. joshi,m,0
1702,guihong cao,none,0
1703,paul a. viola,none,3
1704,joyce y. chai,none,0
1705,giuseppe psaila,m,0
1706,victor o. k. li,none,0
1707,yue pan,none,0
1708,fabrizio angiulli,m,2
1709,francesca rossi,f,3
1710,herbert a. simon,none,0
1711,jianwu yang,none,0
1712,claude sammut,m,3
1713,elena ferrari,f,1
1714,pedro meseguer,m,0
1715,shawn r. jeffery,m,0
1716,esra erdem,f,0
1717,sriram raghavan,m,0
1718,gautam biswas,m,0
1719,daniel borrajo,none,0
1720,ois¨ªn boydell,none,0
1721,ran el-yaniv,none,0
1722,anindya datta,m,0
1723,tom bylander,m,3
1724,stephen muggleton,none,0
1725,john r. anderson,none,3
1726,hermann kaindl,m,3
1727,yehuda koren,m,0
1728,eric w. brown,none,0
1729,dominique laurent,f,0
1730,david e. simmen,none,0
1731,monika rauch henzinger,f,4
1732,paul morris,none,0
1733,anish das sarma,m,1
1734,jayant kalagnanam,m,3
1735,gang xu,none,3
1736,hongjiang zhang,none,0
1737,k. v. s. ramarao,none,1
1738,william e. weihl,m,0
1739,andreas rauber,m,0
1740,kam-fai wong,m,0
1741,ralph m. weischedel,m,0
1742,chris olston,m,1
1743,piergiorgio bertoli,m,0
1744,raymond k. wong,m,0
1745,paolo ferragina,m,4
1746,werner nutt,m,0
1747,subhash suri,m,0
1748,dimitrios georgakopoulos,m,0
